old_identifier	proposed_identifier	occurrences	files	category	action	clusters
gammaSymbol_odd_prec	gammaSymbol_odd_strictInterl	2	1	lean_declaration	manual_semantic_rename	GammaPencil
gammaU_prec_gammaV	gammaU_strictInterl_gammaV	1	1	lean_declaration	manual_semantic_rename	GammaPencil
garloffWagnerHadamardNonnegPrec	garloffWagnerHadamardNonnegInterl	6	4	tactic_declaration	manual_alias_then_migrate	Challenges,Hadamard,Tactic
garloffWagnerHadamardNonnegPrec_of_oddEven	garloffWagnerHadamardNonnegInterl_of_oddEven	1	1	lean_declaration	manual_semantic_rename	Hadamard
garloffWagnerHadamardNonnegRealRooted_of_nonnegPrec	garloffWagnerHadamardNonnegRealRooted_of_nonnegStrictInterl	4	2	tactic_declaration	manual_alias_then_migrate	Hadamard,Tactic
garloffWagnerHadamardPFPrec0_of_nonnegPrec	garloffWagnerHadamardPFInterl_of_nonnegStrictInterl	5	2	tactic_declaration	manual_alias_then_migrate	Hadamard,Tactic
garloffWagnerHadamardPFPrec0_of_prec	garloffWagnerHadamardPFInterl_of_strictInterl	3	1	lean_declaration	manual_semantic_rename	Hadamard
garloffWagnerHadamardPFPrec0Statement	garloffWagnerHadamardPFInterlStatement	7	1	statement_scaffold	manual_semantic_rename	Hadamard
garloffWagnerHadamardPFPrec_of_nonnegPrec	garloffWagnerHadamardPFStrictInterl_of_nonnegStrictInterl	2	1	lean_declaration	manual_semantic_rename	Hadamard
garloffWagnerHadamardPFPrecStatement	garloffWagnerHadamardPFStrictInterlStatement	4	1	statement_scaffold	manual_semantic_rename	Hadamard
generalizedLaguerre_prec_succ	generalizedLaguerre_strictInterl_succ	1	1	lean_declaration	manual_semantic_rename	Laguerre
generalizedRisingFactorialPreservesPF_shiftPrec	generalizedRisingFactorialPreservesPF_shiftStrictInterl	2	1	lean_declaration	manual_semantic_rename	NarayanaTransformation
gwHadamardProduct_prec0	gwHadamardProduct_interl	3	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwHadamardProduct_prec0_of_doubleDeleted	gwHadamardProduct_interl_of_doubleDeleted	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwHadamardProductNonnegPrec	gwHadamardProductNonnegInterl	2	2	lean_declaration	manual_semantic_rename	GarloffWagner,Hadamard
gwHadamardProductPrec0	gwHadamardProductInterl	4	2	lean_declaration	manual_semantic_rename	GarloffWagner
gwHadamardProductPrec0_left	gwHadamardProductInterl_left	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwHadamardProductPrec0_of_prec	gwHadamardProductInterl_of_strictInterl	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_factor_prec_of_nonpos	gwJL_factor_strictInterl_of_nonpos	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_factor_prec_of_nonpos_of_common_factor	gwJL_factor_strictInterl_of_nonpos_of_common_factor	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_factor_prec_of_nonpos_of_common_factor_no_common	gwJL_factor_strictInterl_of_nonpos_of_common_factor_no_common	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_factor_prec_of_nonpos_of_coprime	gwJL_factor_strictInterl_of_nonpos_of_coprime	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_factor_prec_of_nonpos_of_hasSimpleRootsExcept_zero	gwJL_factor_strictInterl_of_nonpos_of_hasSimpleRootsExcept_zero	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_factor_prec_of_nonpos_of_pow_X_sub_C_factor_hasSimpleRoots	gwJL_factor_strictInterl_of_nonpos_of_pow_X_sub_C_factor_hasSimpleRoots	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_factor_prec_of_nonpos_of_rootMultiplicity_factor_hasSimpleRoots	gwJL_factor_strictInterl_of_nonpos_of_rootMultiplicity_factor_hasSimpleRoots	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_factor_prec_of_nonpos_of_rootMultiplicity_factor_hasSimpleRootsExcept	gwJL_factor_strictInterl_of_nonpos_of_rootMultiplicity_factor_hasSimpleRootsExcept	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_factor_prec_of_splits	gwJL_factor_strictInterl_of_splits	2	2	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_prec	gwJL_strictInterl	2	2	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_prec_of_kreinSummandExpansion	gwJL_strictInterl_of_kreinSummandExpansion	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_prec_of_rightWeightedExpansion	gwJL_strictInterl_of_rightWeightedExpansion	3	2	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_prec_of_weightedCompatibleExpansion	gwJL_strictInterl_of_weightedCompatibleExpansion	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwJL_weightedExpansion_prec_right	gwJL_weightedExpansion_strictInterl_right	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwL_prec	gwL_strictInterl	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwL_prec0	gwL_interl	3	2	lean_declaration	manual_semantic_rename	GarloffWagner
gwL_sub_C_mul_gwD_gwL_prec0_self	gwL_sub_C_mul_gwD_gwL_interl_self	4	2	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_derivative_prec0_self_of_prec	gwSchurProduct_derivative_interl_self_of_strictInterl	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_firstDoubleDeletedTerm_prec0	gwSchurProduct_firstDoubleDeletedTerm_interl	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_pf_right_linearFactor_of_derivative_prec0	gwSchurProduct_pf_right_linearFactor_of_derivative_interl	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0	gwSchurProduct_interl	3	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0_left_linearFactor_of_derivative_prec0	gwSchurProduct_interl_left_linearFactor_of_derivative_interl	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0_of_derivative	gwSchurProduct_interl_of_derivative	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0_of_doubleDeleted	gwSchurProduct_interl_of_doubleDeleted	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0_of_kreinDeletedFactor	gwSchurProduct_interl_of_kreinDeletedFactor	3	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0_of_kreinSummandExpansion	gwSchurProduct_interl_of_kreinSummandExpansion	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0_of_kreinSummandExpansion_of_derivative	gwSchurProduct_interl_of_kreinSummandExpansion_of_derivative	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0_of_right_natDegree_eq_zero	gwSchurProduct_interl_of_right_natDegree_eq_zero	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0_of_weightedSum_right	gwSchurProduct_interl_of_weightedSum_right	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_prec0_right_linearFactor_of_derivative_prec0	gwSchurProduct_interl_right_linearFactor_of_derivative_interl	4	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProduct_secondDoubleDeletedTerm_prec0	gwSchurProduct_secondDoubleDeletedTerm_interl	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProductPF_of_prec	gwSchurProductPF_of_strictInterl	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProductPFAndPrec	gwSchurProductPFAndStrictInterl	3	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProductPrec	gwSchurProductStrictInterl	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProductPrec0	gwSchurProductInterl	5	2	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProductPrec0_left	gwSchurProductInterl_left	3	2	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProductPrec0_of_prec	gwSchurProductInterl_of_strictInterl	3	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwSchurProductPrecStatement	gwSchurProductStrictInterlStatement	6	1	statement_scaffold	manual_semantic_rename	GarloffWagner
gwTheorem11Prec	gwTheorem11StrictInterl	2	2	lean_declaration	manual_semantic_rename	GarloffWagner
gwTheorem11Prec_of_kreinSummandExpansion	gwTheorem11StrictInterl_of_kreinSummandExpansion	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwTheorem11Prec_of_rightWeightedExpansion	gwTheorem11StrictInterl_of_rightWeightedExpansion	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwTheorem11Prec_of_weightedCompatibleExpansion	gwTheorem11StrictInterl_of_weightedCompatibleExpansion	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
gwTheorem11PrecKreinSummandExpansion	gwTheorem11StrictInterlKreinSummandExpansion	6	4	lean_declaration	manual_semantic_rename	GarloffWagner,Transforms
gwTheorem11PrecKreinSummandExpansionStatement	gwTheorem11StrictInterlKreinSummandExpansionStatement	3	1	statement_scaffold	manual_semantic_rename	GarloffWagner
gwTheorem11PrecRightWeightedExpansionStatement	gwTheorem11StrictInterlRightWeightedExpansionStatement	3	1	statement_scaffold	manual_semantic_rename	GarloffWagner
gwTheorem11PrecStatement	gwTheorem11StrictInterlStatement	5	2	statement_scaffold	manual_semantic_rename	GarloffWagner
gwTheorem11PrecWeightedExpansionStatement	gwTheorem11StrictInterlWeightedExpansionStatement	2	1	statement_scaffold	manual_semantic_rename	GarloffWagner
gwTheorem11RevPrec_of_rightWeightedExpansion	gwTheorem11ReverseStrictInterl_of_rightWeightedExpansion	1	1	lean_declaration	manual_semantic_rename	GarloffWagner
h_prec	h_strictInterl	3	1	local_hypothesis	style_only_after_api_owner	HermiteBiehler
ha_sum_prec	ha_sum_strictInterl	3	1	local_hypothesis	style_only_after_api_owner	ProductSequence
hadamardProduct_prec0_of_kreinSummandExpansion_left	hadamardProduct_interl_of_kreinSummandExpansion_left	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
hadamardProduct_prec0_of_kreinSummandExpansions	hadamardProduct_interl_of_kreinSummandExpansions	2	1	lean_declaration	manual_semantic_rename	GarloffWagner
hadamardProduct_prec0_of_nonneg_prec	hadamardProduct_interl_of_nonneg_strictInterl	3	1	tactic_declaration	manual_alias_then_migrate	Tactic
hadamardProduct_preserves_pf_of_nonnegPrec	hadamardProduct_preserves_pf_of_nonnegStrictInterl	7	2	tactic_declaration	manual_alias_then_migrate	Hadamard,Tactic
hadamardProduct_preserves_prec0_left	hadamardProduct_preserves_interl_left	2	2	tactic_declaration	manual_alias_then_migrate	Hadamard,Tactic
hadamardProduct_preserves_prec0_right	hadamardProduct_preserves_interl_right	3	2	tactic_declaration	manual_alias_then_migrate	Hadamard,Tactic
hadamardProduct_sequence_prec0	hadamardProduct_sequence_interl	2	1	tactic_declaration	manual_alias_then_migrate	Tactic
hadamardReciprocalConeClosure_of_garloffWagner_prec	hadamardReciprocalConeClosure_of_garloffWagner_strictInterl	1	1	lean_declaration	manual_semantic_rename	Hadamard
hadamardReciprocalConeClosure_of_garloffWagner_prec0	hadamardReciprocalConeClosure_of_garloffWagner_interl	2	1	lean_declaration	manual_semantic_rename	Hadamard
has2x2InterlacingProperty_sameColumn_of_prec_nonneg	has2x2InterlacingProperty_sameColumn_of_strictInterl_nonneg	3	2	lean_declaration	manual_semantic_rename	AffineFamily,MatrixInterlacing
hbasePrecUpper	hbaseStrictInterlUpper	2	1	local_hypothesis	style_only_after_api_owner	ParkingFunctions
hCp_prec	hCp_strictInterl	2	1	local_hypothesis	style_only_after_api_owner	WeightedSum.lean
hder_prec	hder_strictInterl	2	1	local_hypothesis	style_only_after_api_owner	Interlacing
hdiv_prec	hdiv_strictInterl	2	1	local_hypothesis	style_only_after_api_owner	BrandenVecchi
hermiteBiehlerPrec_sequence	hermiteBiehlerStrictInterl_sequence	2	1	tactic_declaration	manual_alias_then_migrate	Tactic
hermiteReal_prec_succ	hermiteReal_strictInterl_succ	3	1	lean_declaration	manual_semantic_rename	Hermite
hf_prec	hf_strictInterl	8	2	local_hypothesis	style_only_after_api_owner	CommonInterleaver
hfactor_prec	hfactor_strictInterl	4	1	local_hypothesis	style_only_after_api_owner	BrandenVecchi
hFullToPrec	hFullToStrictInterl	56	4	local_hypothesis	style_only_after_api_owner	Tactic,VeroneseSection.lean
hFullToPrec0	hFullToInterl	56	4	local_hypothesis	style_only_after_api_owner	Hadamard,Tactic,VeroneseSection.lean
hg_prec	hg_strictInterl	8	2	local_hypothesis	style_only_after_api_owner	CommonInterleaver
hgf_prec	hgf_strictInterl	2	1	local_hypothesis	style_only_after_api_owner	JacobiParameterInterlacing.lean
hHBPrec	hHBStrictInterl	2	1	local_hypothesis	style_only_after_api_owner	ParkingFunctions
hhead_prec	hhead_strictInterl	2	1	local_hypothesis	style_only_after_api_owner	GarloffWagner
hhprec	hhstrictInterl	2	1	local_hypothesis	style_only_after_api_owner	CommonInterleaver
hl_prec	hl_strictInterl	6	1	local_hypothesis	style_only_after_api_owner	GeneralizedLiuWang.lean
hnot_prec_fq	hnot_strictInterl_fq	1	1	local_hypothesis	style_only_after_api_owner	FolkloreLemma.lean
hnot_prec_Xgq	hnot_strictInterl_Xgq	1	1	local_hypothesis	style_only_after_api_owner	FolkloreLemma.lean
houter_prec	houter_strictInterl	10	2	local_hypothesis	style_only_after_api_owner	Tactic
hp_prec	hp_strictInterl	8	3	local_hypothesis	style_only_after_api_owner	CommonInterleaver,GarloffWagner
hpPrecPrev	hpStrictInterlPrev	4	1	local_hypothesis	style_only_after_api_owner	ParkingFunctions
hPrec	hStrictInterl	17	3	local_hypothesis	style_only_after_api_owner	LiuWangBenchmark.lean,OscillatoryInterlacing.lean,VeroneseSection.lean
hprec	hstrictInterl	916	132	local_hypothesis	style_only_after_api_owner	AffineFamily,AffineFamily.lean,Applications,Basic,Bezoutian,BrandenLeite,BrandenVecchi,ChudnovskySeymour,ClassicalHurwitzMatrix,CombinatorialExamples,CommonInterleaver,CommonInterleaverExamples.lean,Compatibility,DegreeDropDivXPrec.lean,DerivativeRecurrence,EndpointDerivative,EulerOperator,EulerianCompletion.lean,EulerianMixedCompatibility.lean,Favard.lean,FiniteFreeRootCount.lean,GammaPencil,GammaTransform,GarloffWagner,GeneralizedLiuWang.lean,GeneralizedSnakePosets,HosterStumpInterlacing.lean,Interlacing,InterlacingConeBounds.lean,IteratedDerivativeShift.lean,JacobiParameterInterlacing.lean,Linear.lean,LinearPowerFamily.lean,LiuOppositeSigns,LiuWangRecursion.lean,MaWang,NarayanaTransformation,ObreschkoffConverse,PFPolynomial,ParkingFunctions,PosCombo.lean,ProductOrientation.lean,ProductSequence,SequenceClosure.lean,ShiftLemma.lean,SimpleRoots.lean,StaircaseSum.lean,SuccDegreeRootCrossing.lean,SymmetricDecomposition,Tactic,Transforms,VeroneseMatrix.lean,VeroneseSection.lean,VeroneseSectionPair,Wagner,WagnerLeftSum.lean,WangYeh,WeightedSum.lean,Wronskian
hPrec0	hInterl	2	1	local_hypothesis	style_only_after_api_owner	Transforms
hprec0	hinterl	22	7	local_hypothesis	style_only_after_api_owner	AffineFamily.lean,InterlacingSequenceBasic.lean,ObreschkoffConverse,SymmetricDecomposition,Tactic,VeroneseMatrix.lean,VeroneseSectionPair.lean
hprec_a	hstrictInterl_a	2	1	local_hypothesis	style_only_after_api_owner	PosCombo.lean
hprec_a_strict	hstrictInterl_a_strict	2	1	local_hypothesis	style_only_after_api_owner	PosCombo.lean
hprec_all	hstrictInterl_all	2	1	local_hypothesis	style_only_after_api_owner	GeneralizedLiuWang.lean
hprec_aXb	hstrictInterl_aXb	6	1	local_hypothesis	style_only_after_api_owner	SymmetricDecomposition
hprec_back	hstrictInterl_back	1	1	local_hypothesis	style_only_after_api_owner	AffineFamily.lean
hprec_common	hstrictInterl_common	2	1	local_hypothesis	style_only_after_api_owner	GarloffWagner
hprec_f_shift	hstrictInterl_f_shift	4	1	local_hypothesis	style_only_after_api_owner	AffineFamily.lean
hprec_fg	hstrictInterl_fg	10	4	local_hypothesis	style_only_after_api_owner	AffineFamily,AffineFamily.lean,CommonInterleaver
hprec_fXg	hstrictInterl_fXg	2	1	local_hypothesis	style_only_after_api_owner	FolkloreLemma.lean
hprec_iter	hstrictInterl_iter	3	2	local_hypothesis	style_only_after_api_owner	ObreschkoffConverse
hprec_keep	hstrictInterl_keep	2	1	local_hypothesis	style_only_after_api_owner	AffineFamily
hprec_lin	hstrictInterl_lin	2	1	local_hypothesis	style_only_after_api_owner	AffineFamily
hprec_lo	hstrictInterl_lo	2	1	local_hypothesis	style_only_after_api_owner	Wronskian
hprec_mix	hstrictInterl_mix	4	1	local_hypothesis	style_only_after_api_owner	ObreschkoffConverse
hprec_monic	hstrictInterl_monic	4	1	local_hypothesis	style_only_after_api_owner	Bezoutian
hprec_mul	hstrictInterl_mul	7	5	local_hypothesis	style_only_after_api_owner	AffineFamily,AffineFamily.lean,MaWang,ObreschkoffConverse,PosCombo.lean
hprec_neg	hstrictInterl_neg	4	2	local_hypothesis	style_only_after_api_owner	EulerOperator,IteratedDerivativeShift.lean
hprec_next	hstrictInterl_next	4	1	local_hypothesis	style_only_after_api_owner	ProductSequence
hprec_or	hstrictInterl_or	40	10	local_hypothesis	style_only_after_api_owner	AffineFamily.lean,Basic,CommonInterleaver,FolkloreLemma.lean,GarloffWagner,ObreschkoffConverse,SymmetricDecomposition
hprec_p	hstrictInterl_p	3	1	local_hypothesis	style_only_after_api_owner	Hadamard
hprec_pair	hstrictInterl_pair	2	1	local_hypothesis	style_only_after_api_owner	AffineFamily.lean
hprec_proj	hstrictInterl_proj	2	1	local_hypothesis	style_only_after_api_owner	Tactic
hprec_q	hstrictInterl_q	27	7	local_hypothesis	style_only_after_api_owner	AffineFamily,AffineFamily.lean,Hadamard,MaWang,ObreschkoffConverse,PosCombo.lean
hprec_qXg	hstrictInterl_qXg	2	1	local_hypothesis	style_only_after_api_owner	FolkloreLemma.lean
hprec_right	hstrictInterl_right	2	1	local_hypothesis	style_only_after_api_owner	PosCombo.lean
hprec_s	hstrictInterl_s	4	1	local_hypothesis	style_only_after_api_owner	PosCombo.lean
hprec_s_strict	hstrictInterl_s_strict	2	1	local_hypothesis	style_only_after_api_owner	PosCombo.lean
hprec_scaled	hstrictInterl_scaled	3	2	local_hypothesis	style_only_after_api_owner	AffineFamily.lean,Bezoutian
hprec_shift	hstrictInterl_shift	2	1	local_hypothesis	style_only_after_api_owner	AffineFamily.lean
hPrec_step	hStrictInterl_step	5	2	local_hypothesis	style_only_after_api_owner	Favard,Favard.lean
hprec_tail	hstrictInterl_tail	7	2	local_hypothesis	style_only_after_api_owner	CommonInterleaver,WeightedSum.lean
hprec_up	hstrictInterl_up	2	1	local_hypothesis	style_only_after_api_owner	Wronskian
hprecC	hstrictInterlC	2	1	local_hypothesis	style_only_after_api_owner	CombinatorialExamples
hprecComp	hstrictInterlComp	4	1	local_hypothesis	style_only_after_api_owner	ParkingFunctions
